step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
1669;0;1674569497993;1669;197;2247;2420;6.77;0.49;195.12;0.06;578;0;0;931.00;0
1673;0;1674569497995;1673;192;2249;2420;6.75;0.49;195.38;0.06;576;0;0;932.00;0
1674;0;1674569497997;1674;193;2251;2420;6.75;0.49;195.39;0.06;577;0;0;933.00;0
1676;0;1674569498000;1676;198;2255;2420;6.73;0.48;195.46;0.06;579;0;0;934.00;0
1678;0;1674569498002;1678;195;2256;2420;6.74;0.48;195.53;0.06;578;0;0;935.00;0
1681;0;1674569498004;1681;204;2260;2420;6.75;0.49;195.63;0.06;579;0;0;936.00;0
1684;0;1674569498007;1684;203;2263;2420;6.69;0.48;195.79;0.06;579;0;0;937.00;0
1688;0;1674569498009;1688;204;2265;2420;6.65;0.48;195.72;0.06;577;0;0;938.00;0
1691;0;1674569498011;1691;203;2267;2420;6.66;0.48;195.84;0.06;576;0;0;939.00;0
1694;0;1674569498014;1694;202;2269;2420;6.68;0.48;195.77;0.06;575;0;0;940.00;0
1698;0;1674569498016;1698;202;2271;2420;6.65;0.48;196.02;0.06;573;0;0;941.00;0
1700;0;1674569498018;1700;204;2273;2420;6.63;0.48;196.06;0.06;573;0;0;942.00;0
1704;0;1674569498021;1704;207;2275;2420;6.61;0.48;196.16;0.06;571;0;0;943.00;0
1709;0;1674569498023;1709;205;2278;2420;6.50;0.47;196.35;0.06;569;0;0;944.00;0
1713;0;1674569498025;1713;203;2281;2420;6.47;0.47;196.54;0.06;568;0;0;945.00;0
1719;0;1674569498027;1719;202;2282;2420;6.39;0.46;196.74;0.06;563;0;0;946.00;0
1721;0;1674569498029;1721;205;2283;2420;6.35;0.46;196.73;0.06;562;0;0;947.00;0
1725;0;1674569498031;1725;214;2289;2420;6.22;0.45;197.00;0.06;564;0;0;948.00;0
1726;0;1674569498033;1726;207;2289;2420;6.24;0.45;197.04;0.06;563;0;0;949.00;0
1727;0;1674569498035;1727;212;2290;2420;6.27;0.45;197.09;0.06;563;0;0;950.00;0
1731;0;1674569498037;1731;211;2292;2420;6.23;0.45;197.34;0.06;561;0;0;951.00;0
1734;0;1674569498039;1734;212;2294;2420;6.14;0.44;197.38;0.06;560;0;0;952.00;0
1738;0;1674569498042;1738;207;2297;2420;6.07;0.44;197.72;0.06;559;0;0;953.00;0
1741;0;1674569498044;1741;212;2301;2420;5.94;0.43;197.80;0.06;560;0;0;954.00;0
1743;0;1674569498046;1743;211;2302;2420;5.90;0.42;197.96;0.06;559;0;0;955.00;0
1749;0;1674569498047;1749;216;2305;2420;5.76;0.41;198.02;0.06;556;0;0;956.00;0
1751;0;1674569498050;1751;218;2306;2420;5.68;0.41;198.00;0.06;555;0;0;957.00;0
1752;0;1674569498052;1752;224;2309;2420;5.56;0.40;197.95;0.06;557;0;0;958.00;0
1755;0;1674569498053;1755;220;2310;2420;5.49;0.40;198.06;0.06;555;0;0;959.00;0
1759;0;1674569498055;1759;219;2312;2420;5.46;0.39;198.10;0.06;553;0;0;960.00;0
1764;0;1674569498058;1764;218;2315;2420;5.37;0.39;198.02;0.06;551;0;0;961.00;0
1766;0;1674569498060;1766;215;2316;2420;5.42;0.39;198.03;0.06;550;0;0;962.00;0
1770;0;1674569498062;1770;214;2321;2420;5.39;0.39;198.17;0.06;551;0;0;963.00;0
1773;0;1674569498064;1773;210;2322;2420;5.47;0.39;198.17;0.06;549;0;0;964.00;0
1774;0;1674569498066;1774;213;2325;2420;5.53;0.40;198.20;0.06;551;0;0;965.00;0
1777;0;1674569498068;1777;210;2327;2420;5.55;0.40;198.11;0.06;550;0;0;966.00;0
1781;0;1674569498070;1781;211;2328;2420;5.51;0.40;197.96;0.06;547;0;0;967.00;1
1784;0;1674569498072;1784;218;2332;2420;5.44;0.39;198.01;0.06;548;0;0;968.00;0
1785;0;1674569498074;1785;218;2336;2420;5.34;0.38;197.96;0.06;551;0;0;969.00;0
1787;0;1674569498076;1787;220;2336;2420;5.36;0.39;197.99;0.06;549;0;0;970.00;1
1790;0;1674569498077;1790;222;2338;2420;5.35;0.39;197.98;0.06;548;0;0;971.00;0
1792;0;1674569498079;1792;232;2344;2420;5.35;0.39;197.91;0.06;552;0;0;972.00;0
1796;0;1674569498081;1796;234;2346;2420;5.32;0.38;197.82;0.06;550;0;0;973.00;0
1799;0;1674569498083;1799;241;2348;2420;5.31;0.38;197.63;0.06;549;0;0;974.00;0
1802;0;1674569498085;1802;245;2350;2420;5.28;0.38;197.58;0.06;548;0;0;975.00;0
1805;0;1674569498087;1805;257;2352;2420;5.31;0.38;197.54;0.06;547;0;0;976.00;0
1808;0;1674569498089;1808;262;2356;2420;5.24;0.38;197.64;0.06;548;0;0;977.00;0
1813;0;1674569498091;1813;263;2357;2420;5.15;0.37;197.54;0.06;544;0;0;978.00;1
1817;0;1674569498093;1817;269;2359;2420;5.00;0.36;197.47;0.06;542;0;0;979.00;0
1821;0;1674569498095;1821;268;2362;2420;4.95;0.36;197.59;0.06;541;0;0;980.00;0
1822;0;1674569498097;1822;273;2366;2420;4.88;0.35;197.66;0.06;544;0;0;981.00;0
1826;0;1674569498099;1826;272;2368;2420;4.84;0.35;197.74;0.06;542;0;0;982.00;1
1830;0;1674569498101;1830;276;2371;2420;4.77;0.34;197.63;0.06;541;0;0;983.00;0
1832;0;1674569498103;1832;270;2373;2420;4.81;0.35;197.68;0.06;541;0;0;984.00;0
1837;0;1674569498105;1837;270;2376;2420;4.79;0.34;197.86;0.06;539;0;0;985.00;0
1840;0;1674569498107;1840;265;2377;2420;4.87;0.35;197.79;0.06;537;0;0;986.00;0
1843;0;1674569498109;1843;263;2381;2420;4.87;0.35;197.91;0.06;538;0;0;987.00;0
1846;0;1674569498111;1846;253;2382;2420;4.94;0.36;197.94;0.06;536;0;0;988.00;0
1848;0;1674569498113;1848;249;2383;2420;5.06;0.36;197.94;0.06;535;0;0;989.00;0
1851;0;1674569498115;1851;234;2385;2420;5.20;0.37;197.87;0.06;534;0;0;990.00;0
1855;0;1674569498117;1855;226;2389;2420;5.31;0.38;197.71;0.06;534;0;0;991.00;0
1859;0;1674569498120;1859;219;2392;2420;5.39;0.39;197.69;0.06;533;0;0;992.00;0
1861;0;1674569498122;1861;210;2393;2420;5.53;0.40;197.63;0.06;532;0;0;993.00;0
1862;0;1674569498124;1862;206;2395;2420;5.62;0.40;197.79;0.06;533;0;0;994.00;0
1867;0;1674569498127;1867;202;2397;2420;5.65;0.41;197.94;0.06;530;0;0;995.00;0
1868;0;1674569498129;1868;202;2397;2420;5.80;0.42;197.98;0.06;529;0;0;996.00;0
1869;0;1674569498131;1869;206;2403;2420;5.82;0.42;197.92;0.06;534;0;0;997.00;0
1869;0;1674569498134;1869;196;2405;2420;5.96;0.43;197.92;0.06;536;0;0;998.00;0
1869;0;1674569498136;1869;196;2407;2420;6.02;0.43;197.92;0.06;538;0;0;999.00;0
1872;0;1674569498138;1872;193;2410;2420;6.06;0.44;197.89;0.06;538;0;0;1000.00;0
1874;0;1674569498140;1874;192;2411;2420;6.10;0.44;197.99;0.06;537;0;0;1001.00;0
1874;0;1674569498143;1874;191;2415;2420;6.13;0.44;197.99;0.06;541;0;0;1002.00;0
1875;0;1674569498145;1875;189;2417;2420;6.16;0.44;198.03;0.06;542;0;0;1003.00;0
1876;0;1674569498147;1876;187;2418;2420;6.27;0.45;197.96;0.06;542;0;0;1004.00;0
1877;0;1674569498149;1877;184;2418;2420;6.35;0.46;198.02;0.06;541;0;0;1005.00;1
1879;0;1674569498152;1879;188;2424;2905;6.34;0.46;197.99;0.06;545;0;0;1006.00;0
1880;0;1674569498170;1880;187;2426;2905;6.39;0.46;198.04;0.06;546;0;0;1007.00;0
1881;0;1674569498173;1881;186;2429;2905;6.44;0.46;198.10;0.06;548;0;0;1008.00;1
1883;0;1674569498176;1883;186;2432;2905;6.44;0.46;198.12;0.06;549;0;0;1009.00;0
1884;0;1674569498178;1884;186;2434;2905;6.45;0.46;198.16;0.06;550;0;0;1010.00;0
1884;0;1674569498180;1884;190;2437;2905;6.50;0.47;198.16;0.06;553;0;0;1011.00;1
1885;0;1674569498183;1885;193;2441;2905;6.48;0.47;198.19;0.06;556;0;0;1012.00;0
1886;0;1674569498185;1886;189;2441;2905;6.56;0.47;198.35;0.06;555;0;0;1013.00;0
1886;0;1674569498187;1886;193;2444;2905;6.57;0.47;198.35;0.06;558;0;0;1014.00;0
1887;0;1674569498190;1887;192;2446;2905;6.59;0.47;198.47;0.06;559;0;0;1015.00;0
1888;0;1674569498192;1888;196;2449;2905;6.59;0.47;198.51;0.06;561;0;0;1016.00;0
1889;0;1674569498194;1889;199;2453;2905;6.60;0.48;198.62;0.06;564;0;0;1017.00;0
1889;0;1674569498197;1889;197;2455;2905;6.72;0.48;198.62;0.06;566;0;0;1018.00;0
1892;0;1674569498199;1892;201;2458;2905;6.73;0.48;198.63;0.06;566;0;0;1019.00;0
1892;0;1674569498201;1892;199;2460;2905;6.73;0.48;198.63;0.06;568;0;0;1020.00;0
1893;0;1674569498204;1893;198;2464;2905;6.68;0.48;198.57;0.06;571;0;0;1021.00;0
1897;0;1674569498206;1897;193;2464;2905;6.66;0.48;198.49;0.06;567;0;0;1022.00;0
1899;0;1674569498208;1899;199;2468;2905;6.62;0.48;198.51;0.06;569;0;0;1023.00;0
1902;0;1674569498211;1902;193;2468;2905;6.61;0.48;198.43;0.06;566;0;0;1024.00;0
1905;0;1674569498213;1905;190;2470;2905;6.54;0.47;198.35;0.06;565;0;0;1025.00;0
1907;0;1674569498216;1907;192;2474;2905;6.47;0.47;198.33;0.06;567;0;0;1026.00;0
1911;0;1674569498218;1911;191;2477;2905;6.40;0.46;198.36;0.06;566;0;0;1027.00;1
1913;0;1674569498220;1913;193;2479;2905;6.40;0.46;198.26;0.06;566;0;0;1028.00;1
1916;0;1674569498223;1916;193;2479;2905;6.39;0.46;198.20;0.06;563;0;0;1029.00;1
1920;0;1674569498225;1920;197;2480;2905;6.36;0.46;198.24;0.06;560;0;0;1030.00;1
1924;0;1674569498227;1924;200;2485;2905;6.24;0.45;198.18;0.06;561;0;0;1031.00;1
1924;0;1674569498229;1924;201;2486;2905;6.30;0.45;198.18;0.06;562;0;0;1032.00;1
1925;0;1674569498231;1925;205;2488;2905;6.30;0.45;198.31;0.06;563;0;0;1033.00;1
1926;0;1674569498234;1926;209;2491;2905;6.22;0.45;198.33;0.06;565;0;0;1034.00;1
1928;0;1674569498236;1928;212;2493;2905;6.18;0.44;198.40;0.06;565;0;0;1035.00;1
1929;0;1674569498238;1929;210;2497;2905;6.18;0.44;198.39;0.06;568;0;0;1036.00;1
1931;0;1674569498240;1931;214;2499;2905;6.16;0.44;198.35;0.06;568;0;0;1037.00;1
1932;0;1674569498242;1932;210;2500;2905;6.16;0.44;198.34;0.06;568;0;0;1038.00;1
1935;0;1674569498244;1935;217;2503;2905;6.07;0.44;198.42;0.06;568;0;0;1039.00;1
1937;0;1674569498246;1937;223;2505;2905;5.97;0.43;198.34;0.06;568;0;0;1040.00;1
1940;0;1674569498248;1940;226;2508;2905;5.86;0.42;198.41;0.06;568;0;0;1041.00;1
1942;0;1674569498250;1942;230;2509;2905;5.77;0.42;198.49;0.06;567;0;0;1042.00;1
1943;0;1674569498252;1943;236;2513;2905;5.71;0.41;198.63;0.06;570;0;0;1043.00;1
1945;0;1674569498254;1945;236;2515;2905;5.64;0.41;198.73;0.06;570;0;0;1044.00;1
1945;0;1674569498256;1945;244;2520;2905;5.60;0.40;198.73;0.06;575;0;0;1045.00;1
1947;0;1674569498258;1947;240;2521;2905;5.52;0.40;198.86;0.06;574;0;0;1046.00;1
1948;0;1674569498260;1948;242;2522;2905;5.46;0.39;198.98;0.06;574;0;0;1047.00;1
1948;0;1674569498262;1948;242;2524;2905;5.42;0.39;198.98;0.06;576;0;0;1048.00;1
1950;0;1674569498264;1950;238;2526;2905;5.36;0.39;199.02;0.06;576;0;0;1049.00;1
1955;0;1674569498266;1955;238;2529;2905;5.20;0.37;199.17;0.05;574;0;0;1050.00;1
1957;0;1674569498268;1957;240;2531;2905;5.18;0.37;199.20;0.05;574;0;0;1051.00;1
1961;0;1674569498270;1961;245;2534;2905;5.14;0.37;199.45;0.05;573;0;0;1052.00;1
1966;0;1674569498272;1966;251;2537;2905;5.13;0.37;199.62;0.05;571;0;0;1053.00;1
1968;0;1674569498274;1968;248;2539;2905;5.16;0.37;199.70;0.05;571;0;0;1054.00;1
1972;0;1674569498276;1972;257;2544;2905;5.12;0.37;199.91;0.05;572;0;0;1055.00;1
1974;0;1674569498278;1974;258;2546;2905;5.13;0.37;199.99;0.05;572;0;0;1056.00;1
1976;0;1674569498280;1976;256;2547;2905;5.16;0.37;200.08;0.05;571;0;0;1057.00;1
1980;0;1674569498283;1980;256;2549;2905;5.16;0.37;200.34;0.05;569;0;0;1058.00;1
1980;0;1674569498285;1980;256;2550;2905;5.20;0.37;200.34;0.05;570;0;0;1059.00;1
1983;0;1674569498287;1983;259;2555;2905;5.13;0.37;200.45;0.05;572;0;0;1060.00;1
1986;0;1674569498289;1986;255;2556;2905;5.13;0.37;200.56;0.05;570;0;0;1061.00;1
1989;0;1674569498291;1989;247;2559;2905;5.10;0.37;200.67;0.05;570;0;0;1062.00;1
1992;0;1674569498294;1992;241;2560;2905;5.08;0.37;200.73;0.05;568;0;0;1063.00;1
1995;0;1674569498296;1995;244;2564;2905;5.08;0.37;200.76;0.05;569;0;0;1064.00;1
1999;0;1674569498298;1999;244;2566;2905;5.13;0.37;200.76;0.05;567;0;0;1065.00;1
2001;0;1674569498300;2001;245;2569;2905;5.18;0.37;200.77;0.05;568;0;0;1066.00;1
2003;0;1674569498302;2003;244;2570;2905;5.23;0.38;200.76;0.05;567;0;0;1067.00;1
2008;0;1674569498304;2008;240;2571;2905;5.25;0.38;200.85;0.05;563;0;0;1068.00;1
2011;0;1674569498307;2011;247;2573;2905;5.27;0.38;200.87;0.05;562;0;0;1069.00;1
2015;0;1674569498309;2015;247;2578;2905;5.19;0.37;200.93;0.05;563;0;0;1070.00;1
2018;0;1674569498311;2018;245;2580;2905;5.14;0.37;200.98;0.05;562;0;0;1071.00;1
2021;0;1674569498313;2021;241;2581;2905;5.17;0.37;201.02;0.05;560;0;0;1072.00;1
2023;0;1674569498315;2023;242;2582;2905;5.24;0.38;201.13;0.05;559;0;0;1073.00;1
2028;0;1674569498317;2028;244;2583;2905;5.28;0.38;201.19;0.05;555;0;0;1074.00;1
2034;0;1674569498320;2034;249;2587;2905;5.25;0.38;201.46;0.05;553;0;0;1075.00;1
2036;0;1674569498322;2036;245;2588;2905;5.28;0.38;201.62;0.05;552;0;0;1076.00;1
2041;0;1674569498324;2041;249;2592;2905;5.19;0.37;201.78;0.05;551;0;0;1077.00;1
2044;0;1674569498326;2044;243;2593;2905;5.17;0.37;201.90;0.05;549;0;0;1078.00;1
2050;0;1674569498328;2050;242;2594;2905;5.08;0.37;202.00;0.05;544;0;0;1079.00;1
2052;0;1674569498330;2052;238;2599;2905;5.01;0.36;201.92;0.05;547;0;0;1080.00;1
2056;0;1674569498332;2056;228;2602;2905;5.02;0.36;202.07;0.05;546;0;0;1081.00;1
2056;0;1674569498334;2056;221;2603;2905;5.06;0.36;202.07;0.05;547;0;0;1082.00;1
2059;0;1674569498336;2059;213;2606;2905;5.05;0.36;202.02;0.05;547;0;0;1083.00;1
2062;0;1674569498339;2062;206;2609;2905;5.17;0.37;201.87;0.05;547;0;0;1084.00;1
2065;0;1674569498341;2065;198;2611;2905;5.32;0.38;201.87;0.08;546;0;0;1085.00;0
2068;0;1674569498343;2068;195;2615;2905;5.49;0.39;201.81;0.08;547;0;0;1086.00;0
2070;0;1674569498346;2070;191;2616;2905;5.69;0.41;201.74;0.08;546;0;0;1087.00;0
2072;0;1674569498348;2072;188;2618;2905;5.81;0.42;201.83;0.08;546;0;0;1088.00;0
2075;0;1674569498350;2075;198;2624;2905;5.85;0.42;202.00;0.08;549;0;0;1089.00;0
2080;0;1674569498353;2080;194;2626;2905;5.87;0.42;202.03;0.08;546;0;0;1090.00;0
2080;0;1674569498355;2080;192;2627;2905;5.94;0.43;202.03;0.07;547;0;0;1091.00;0
2083;0;1674569498357;2083;199;2630;2905;5.94;0.43;201.91;0.07;547;0;0;1092.00;0
2086;0;1674569498359;2086;200;2631;2905;6.00;0.43;201.88;0.07;545;0;0;1093.00;0
2087;0;1674569498362;2087;206;2637;2905;6.04;0.44;201.97;0.07;550;0;0;1094.00;0
2088;0;1674569498364;2088;206;2638;2905;6.12;0.44;201.92;0.07;550;0;0;1095.00;0
2091;0;1674569498366;2091;205;2639;2905;6.23;0.45;201.77;0.07;548;0;0;1096.00;0
2091;0;1674569498368;2091;208;2642;2905;6.26;0.45;201.77;0.07;551;0;0;1097.00;0
2093;0;1674569498370;2093;210;2645;2905;6.27;0.45;201.65;0.07;552;0;0;1098.00;0
2097;0;1674569498372;2097;212;2647;2905;6.27;0.45;201.54;0.07;550;0;0;1099.00;0
2097;0;1674569498374;2097;215;2649;2905;6.33;0.46;201.54;0.07;552;0;0;1100.00;1
2101;0;1674569498377;2101;218;2652;2905;6.31;0.45;201.40;0.07;551;0;0;1101.00;0
2103;0;1674569498379;2103;212;2653;2905;6.30;0.45;201.44;0.07;550;0;0;1102.00;0
2104;0;1674569498382;2104;215;2656;2905;6.24;0.45;201.44;0.07;552;0;0;1103.00;0
2106;0;1674569498386;2106;212;2658;2905;6.22;0.45;201.48;0.07;552;0;0;1104.00;0
2108;0;1674569498389;2108;215;2661;2905;6.17;0.44;201.39;0.07;553;0;0;1105.00;0
2110;0;1674569498393;2110;218;2664;2905;6.16;0.44;201.41;0.07;554;0;0;1106.00;0
2112;0;1674569498396;2112;216;2666;2905;6.14;0.44;201.41;0.07;554;0;0;1107.00;0
2113;0;1674569498400;2113;213;2666;2905;6.18;0.45;201.46;0.07;553;0;0;1108.00;0
2115;0;1674569498403;2115;217;2671;2905;6.13;0.44;201.55;0.07;556;0;0;1109.00;0
2118;0;1674569498407;2118;212;2672;2905;6.13;0.44;201.76;0.07;554;0;0;1110.00;0
2119;0;1674569498411;2119;215;2675;2905;6.10;0.44;201.70;0.07;556;0;0;1111.00;0
2124;0;1674569498414;2124;212;2678;2905;6.04;0.43;201.76;0.07;554;0;0;1112.00;0
2127;0;1674569498417;2127;209;2679;2905;6.05;0.44;201.86;0.07;552;0;0;1113.00;0
2130;0;1674569498421;2130;214;2684;2905;6.02;0.43;201.77;0.07;554;0;0;1114.00;0
2133;0;1674569498424;2133;209;2684;2905;6.07;0.44;201.71;0.07;551;0;0;1115.00;0
2135;0;1674569498426;2135;209;2687;2905;6.08;0.44;201.59;0.07;552;0;0;1116.00;0
2138;0;1674569498429;2138;206;2689;2905;6.10;0.44;201.54;0.07;551;0;0;1117.00;0
2140;0;1674569498431;2140;208;2693;2905;6.08;0.44;201.57;0.07;553;0;0;1118.00;0
2141;0;1674569498434;2141;208;2694;2905;6.07;0.44;201.52;0.07;553;0;0;1119.00;0
2145;0;1674569498436;2145;206;2697;2905;6.04;0.44;201.46;0.07;552;0;0;1120.00;0
2148;0;1674569498439;2148;206;2697;2905;6.08;0.44;201.43;0.07;549;0;0;1121.00;0
2150;0;1674569498441;2150;210;2700;2905;6.12;0.44;201.38;0.07;550;0;0;1122.00;0
2153;0;1674569498443;2153;213;2704;2905;6.11;0.44;201.25;0.07;551;0;0;1123.00;0
2155;0;1674569498446;2155;211;2705;2905;6.15;0.44;201.26;0.07;550;0;0;1124.00;0
2155;0;1674569498448;2155;212;2708;2905;6.12;0.44;201.26;0.07;553;0;0;1125.00;0
2157;0;1674569498450;2157;209;2711;2905;6.09;0.44;201.37;0.07;554;0;0;1126.00;0
2160;0;1674569498452;2160;213;2713;2905;5.95;0.43;201.33;0.07;553;0;0;1127.00;0
2163;0;1674569498455;2163;215;2716;2905;5.86;0.42;201.25;0.07;553;0;0;1128.00;0
2164;0;1674569498457;2164;220;2718;2905;5.81;0.42;201.31;0.07;554;0;0;1129.00;0
2165;0;1674569498459;2165;222;2719;2905;5.77;0.42;201.24;0.07;554;0;0;1130.00;0
2166;0;1674569498461;2166;224;2722;2905;5.65;0.41;201.31;0.07;556;0;0;1131.00;0
2168;0;1674569498463;2168;229;2723;2905;5.54;0.40;201.37;0.07;555;0;0;1132.00;0
2168;0;1674569498465;2168;233;2727;2905;5.38;0.39;201.37;0.07;559;0;0;1133.00;0
2170;0;1674569498467;2170;231;2729;2905;5.24;0.38;201.40;0.07;559;0;0;1134.00;0
2172;0;1674569498469;2172;241;2732;2905;5.17;0.37;201.34;0.07;560;0;0;1135.00;0
2174;0;1674569498471;2174;240;2733;2905;5.16;0.37;201.44;0.07;559;0;0;1136.00;0
2175;0;1674569498474;2175;243;2737;2905;5.09;0.37;201.44;0.07;562;0;0;1137.00;0
2176;0;1674569498476;2176;237;2739;2905;5.07;0.37;201.43;0.07;563;0;0;1138.00;0
2177;0;1674569498478;2177;232;2742;2905;5.11;0.37;201.51;0.07;565;0;0;1139.00;0
2178;0;1674569498480;2178;234;2743;2905;5.14;0.37;201.49;0.07;565;0;0;1140.00;0
2180;0;1674569498482;2180;231;2745;2905;5.20;0.37;201.54;0.07;565;0;0;1141.00;0
2182;0;1674569498484;2182;232;2746;2905;5.23;0.38;201.53;0.07;564;0;0;1142.00;0
2182;0;1674569498486;2182;237;2752;2905;5.17;0.37;201.53;0.07;570;0;0;1143.00;0
2183;0;1674569498488;2183;230;2754;2905;5.19;0.37;201.63;0.07;571;0;0;1144.00;0
2185;0;1674569498490;2185;228;2755;2905;5.15;0.37;201.57;0.07;570;0;0;1145.00;0
2186;0;1674569498492;2186;234;2757;2905;5.12;0.37;201.54;0.07;571;0;0;1146.00;0
2186;0;1674569498494;2186;234;2759;2905;5.14;0.37;201.54;0.07;573;0;0;1147.00;0
2187;0;1674569498496;2187;238;2763;2905;5.19;0.37;201.60;0.07;576;0;0;1148.00;0
2187;0;1674569498498;2187;239;2765;2905;5.27;0.38;201.60;0.07;578;0;0;1149.00;0
2187;0;1674569498500;2187;241;2767;2905;5.25;0.38;201.60;0.07;580;0;0;1150.00;0
2189;0;1674569498502;2189;242;2768;2905;5.22;0.38;201.59;0.07;579;0;0;1151.00;0
2190;0;1674569498504;2190;252;2773;2905;5.12;0.37;201.61;0.07;583;0;0;1152.00;0
2192;0;1674569498506;2192;253;2774;2905;5.10;0.37;201.70;0.07;582;0;0;1153.00;0
2192;0;1674569498509;2192;261;2776;2905;5.08;0.37;201.70;0.07;584;0;0;1154.00;0
2196;0;1674569498510;2196;265;2780;2905;4.94;0.36;202.04;0.07;584;0;0;1155.00;0
2198;0;1674569498513;2198;269;2781;2905;4.84;0.35;202.00;0.07;583;0;0;1156.00;1
2201;0;1674569498515;2201;278;2784;2905;4.74;0.34;202.28;0.07;583;0;0;1157.00;1
2203;0;1674569498517;2203;282;2786;2905;4.70;0.34;202.32;0.07;583;0;0;1158.00;0
2206;0;1674569498519;2206;285;2789;2905;4.65;0.34;202.39;0.07;583;0;0;1159.00;0
2206;0;1674569498521;2206;286;2791;2905;4.75;0.34;202.39;0.07;585;0;0;1160.00;0
2207;0;1674569498523;2207;292;2794;2905;4.77;0.34;202.36;0.07;587;0;0;1161.00;1
2210;0;1674569498525;2210;295;2797;2905;4.79;0.34;202.37;0.07;587;0;0;1162.00;0
2211;0;1674569498527;2211;298;2800;2905;4.78;0.34;202.44;0.07;589;0;0;1163.00;0
2212;0;1674569498529;2212;301;2802;2905;4.77;0.34;202.53;0.07;590;0;0;1164.00;0
2213;0;1674569498531;2213;302;2803;2905;4.72;0.34;202.59;0.07;590;0;0;1165.00;0
2215;0;1674569498533;2215;303;2805;2905;4.64;0.33;202.59;0.07;590;0;0;1166.00;0
2216;0;1674569498535;2216;305;2809;2905;4.58;0.33;202.65;0.07;593;0;0;1167.00;1
2221;0;1674569498537;2221;301;2811;2905;4.48;0.32;202.76;0.07;590;0;0;1168.00;0
2221;0;1674569498540;2221;302;2814;2905;4.45;0.32;202.76;0.07;593;0;0;1169.00;0
2226;0;1674569498542;2226;292;2816;2905;4.44;0.32;202.92;0.07;590;0;0;1170.00;0
2228;0;1674569498544;2228;280;2816;2905;4.52;0.33;202.94;0.07;588;0;0;1171.00;0
2231;0;1674569498547;2231;272;2822;2905;4.55;0.33;203.09;0.07;591;0;0;1172.00;0
2234;0;1674569498549;2234;256;2824;2905;4.68;0.34;203.28;0.07;590;0;0;1173.00;0
2234;0;1674569498552;2234;246;2825;2905;4.88;0.35;203.28;0.07;591;0;0;1174.00;0
2237;0;1674569498554;2237;240;2826;2905;5.00;0.36;203.43;0.07;589;0;0;1175.00;0
2238;0;1674569498556;2238;239;2828;2905;5.21;0.37;203.48;0.07;590;0;0;1176.00;0
2239;0;1674569498559;2239;234;2831;2905;5.38;0.39;203.50;0.07;592;0;0;1177.00;0
2239;0;1674569498561;2239;237;2834;2905;5.55;0.40;203.50;0.07;595;0;0;1178.00;0
2241;0;1674569498564;2241;233;2837;2905;5.67;0.41;203.57;0.07;596;0;0;1179.00;0
2243;0;1674569498566;2243;232;2839;2905;5.78;0.42;203.63;0.07;596;0;0;1180.00;2
2245;0;1674569498569;2245;226;2841;2905;5.85;0.42;203.71;0.07;596;0;0;1181.00;1
2245;0;1674569498571;2245;221;2844;2905;5.91;0.43;203.71;0.07;599;0;0;1182.00;1
2247;0;1674569498574;2247;218;2845;2905;5.97;0.43;203.80;0.07;598;0;0;1183.00;2
2248;0;1674569498576;2248;216;2847;2905;6.01;0.43;203.88;0.07;599;0;0;1184.00;1
2252;0;1674569498578;2252;210;2849;2905;6.09;0.44;203.98;0.07;597;0;0;1185.00;1
2254;0;1674569498581;2254;205;2850;2905;6.19;0.45;203.97;0.07;596;0;0;1186.00;1
2256;0;1674569498584;2256;206;2853;2905;6.28;0.45;203.95;0.07;597;0;0;1187.00;1
2258;0;1674569498586;2258;201;2856;2905;6.34;0.46;203.96;0.07;598;0;0;1188.00;1
2259;0;1674569498588;2259;200;2859;2905;6.45;0.46;203.93;0.07;600;0;0;1189.00;1
2261;0;1674569498591;2261;192;2859;2905;6.53;0.47;204.02;0.07;598;0;0;1190.00;1
2264;0;1674569498593;2264;195;2865;2905;6.53;0.47;204.06;0.07;601;0;0;1191.00;1
2266;0;1674569498596;2266;188;2867;2905;6.61;0.48;204.20;0.07;601;0;0;1192.00;1
2268;0;1674569498598;2268;191;2869;2905;6.69;0.48;204.28;0.07;601;0;0;1193.00;1
2269;0;1674569498600;2269;189;2870;2905;6.80;0.49;204.27;0.07;601;0;0;1194.00;1
2270;0;1674569498603;2270;193;2873;2905;6.87;0.49;204.35;0.07;603;0;0;1195.00;1
2273;0;1674569498605;2273;195;2875;2905;6.94;0.50;204.45;0.07;602;0;0;1196.00;1
2274;0;1674569498607;2274;200;2880;2905;6.97;0.50;204.48;0.07;606;0;0;1197.00;1
2277;0;1674569498610;2277;198;2882;2905;7.04;0.51;204.60;0.07;605;0;0;1198.00;1
2279;0;1674569498612;2279;194;2882;2905;7.13;0.51;204.61;0.07;603;0;0;1199.00;1
2282;0;1674569498615;2282;200;2885;2905;7.15;0.51;204.64;0.07;603;0;0;1200.00;2
2289;0;1674569498617;2289;203;2889;2905;7.07;0.51;204.81;0.07;600;0;0;1201.00;1
2290;0;1674569498619;2290;201;2891;2905;7.06;0.51;204.82;0.07;601;0;0;1202.00;1
2294;0;1674569498622;2294;203;2892;2905;6.99;0.50;204.92;0.07;598;0;0;1203.00;2
